artist.hotttnesss,artist.name,duration,location,release.name,song.hotttnesss,tempo,terms,title,year
0.359064296,Brooke Valentine,218.64444,"Houston, TX",Chain Letter,0.668033348,130.495,crunk,American Girl,2005
0.372393097,Steven Halpern,223.73832,Not available,Chakra Suite,,205.204,meditation,6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),2001
0.313500755,Champion Jack Dupree,200.80281,"New Orleans, LA",Champion Jack Dupree Of New Orleans,0,95.026,piano blues,Christina Christina Blues,0
0.313500755,Champion Jack Dupree,165.25016,"New Orleans, LA",Champion Of The Blues,,121.375,piano blues,Snaps Drinking Woman (LP Version),0
0.349483389,Neon Blonde,170.70975,Not available,Chandeliers In The Savannah,0.523175055,139.562,pop rock,New Detroit,2005
0.496381146,Daryl Hall & John Oates,276.6624,"Philadelphia, Pennsylvania",Change Of Season,,118.427,pop rock,Only Love,1990
0.376939984,R. Carlos Nakai,146.33751,Not available,Changes,0.215080319,104.989,chamber jazz,Blood Round Dance Song (World),1982
0.374557927,Willie Clayton,279.7971,"Indianola, MS",Changing Tha Game,0.291625436,141.992,chicago soul,Unconditionally (Soul and R&B),0
0.430544696,Capone-N-Noreaga,217.41669,"New York, NY [Queens]",Channel 10,0.495453137,157.665,gangster rap,Beef,2009
0.44062411,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,256.1824,"New York, NY [Queens]",Channel 10,0.462379946,201.494,gangster rap,Rotate,2009
0.171456703,Chris Jagger,248.92036,Not available,Channel Fever,,99.547,roots rock,Still Waters,0
0.171456703,Chris Jagger,198.03383,Not available,Channel Fever,,109.346,roots rock,Baby Is Blue,0
0.35085673,Bomb Squad,191.11138,Connecticut,Channel U,0.266955186,109.614,funk rock,BOMB SQUAD,0
0.148985481,BA(c)zu,184.0322,"BA(c)zu, comme Superdupont, ne connait qu&#039;un pays : la France !",Chansons Cochonnes et Chansons Paillardes,,120.038,chanson,La bite du plombier,0
0,Albert PrA(c)jean,169.482,Not available,Chansons D'Amour,,210.636,chanson,Dede De Montmartre,0
0.221068105,Darcelys,152.842,Not available,Chansons De France,,166.935,chanson francaise,Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche,0
0.198800845,Monique Morelli,196.44036,Not available,Chansons De France,,180.854,los angeles,Elsa,0
0,SANSHIRO,272.95302,Not available,Chansons pour qui?,,147.395,los angeles,Morgane regarde le ciel,0
0,SANSHIRO,269.322,Not available,Chansons pour qui?,,140.143,los angeles,"Le systA""me solaire",0
0.46527021,Burning Spear,334.31465,NY - Long Island,Chant Down Babylon: The Island Anthology,0.607036691,146.392,roots reggae,The Invasion (Aka Black Wa Da Da),0
0.407924701,Steve Smith,404.45342,"Brockton, MA",Chantal's Way,,138.39,jazz funk,Blue Cave,0
0.359075218,Jacques Higelin,163.05587,"Brou-sur-Chantereine, France",Chante Higelin et Vian,,120.203,chanson,Quand j'improvise sur mon piano,1973
0,Alain Turban,211.53914,Not available,"Chanter L'ArdA""che",,137.495,chanson,L'Ardechoise Aux Cheveux Blanc,0
0,Jean Marc Thibault,138.94485,Not available,Chantez,,136.577,tech house,Fleur De Paris,0
0.256803369,Miriam Yeung,277.15873,Not available,Chao Wo,,135.064,cantonese pop,Chao Wo,0
0.448593803,4Him,296.98567,Not available,Chapter One .. A Decade,0.405115722,139.919,ccm,You Are Holy,1995
0.448593803,4Him,270.28853,Not available,Chapter One .. A Decade,,120.077,ccm,Strange Way To Save The World,2000
0.341061399,Orquesta Broadway,170.23955,Not available,Charanga After Hours,,91.488,charanga,El Termometro,0
0.252080527,Kurt Tepperwein,1203.53914,Not available,Charismatisches Selbstimage - Selbst-Management,0,113.487,meditation,Subliminal ohne Naturgeraeusche,0
0.252080527,Kurt Tepperwein,33.67138,Not available,Charismatisches Selbstimage - Selbst-Management,,61.618,meditation,Einleitung,0
0.375593583,Charley Patton,191.11138,"Edwards, MS",Charley Patton Vol. 1 (1929),,114.177,delta blues,Mississippi Boweavil Blues,1929
0.379495651,Charlie Peacock,298.70975,Not available,Charlie Peacock,,194.659,ccm,Down in the Lowlands,1986
0.359542313,Charlie Walker,124.76036,"Collins County, TX",Charlie Walker's ''T'' For Texas,,161.533,honky tonk,That Little Ole Wine Drinker Me - Original,0
0.359542313,Charlie Walker,152.73751,"Collins County, TX",Charlie Walker's ''T'' For Texas,,144.265,honky tonk,Pick Me Up On Your Way Down - Original,0
0.779968005,Nickelback featuring Kid Rock,223.99955,"Hanna, Alberta, Canada",Charlie's Angels: Full Throttle (Music From The Motion Picture),0.683647342,156.005,alternative metal,Saturday Night's Alright (For Fighting),2003
0.462515067,Ginny Owens,256.39138,United States,Charlotte's Web (OST),0.215080319,120.168,ccm,Long Way Home,2006
0.787005469,Mariah Carey,196.93669,"New York, New York",Charmbracelet,0.564258739,120.083,dance pop,Clown,2002
0.788805935,Kings Of Leon,225.27955,"Nashville, Tennessee",Charmer,0.565666582,127.006,southern rock,My Party (Kenna Remix),2007
0.667294596,Snow Patrol,217.57342,"Dundee, Scotland",Chasing Cars,0.590890611,186.44,indie rock,It Doesn't Matter Where_ Just Drive,2006
0.509878708,Sister Hazel,235.72853,"Gainesville, FL",Chasing Daylight,0.627363448,217.13,post-grunge,Come Around (LP Version),2003
0.452789477,John Wesley,270.31465,Brandon,Chasing Monsters,0.437036204,147.932,disco,Chasing Monsters,0
0.452789477,John Wesley_ John Wesley,351.08526,Brandon,Chasing Monsters,0.428702263,133.405,disco,Disappeared,0
0.559925869,Janis Joplin,205.53098,"Port Arthur, TX",Cheap Thrills/Kozmic Blues/Pearl,,74.961,blues-rock,Get It While You Can,1971
0.341288723,John Sebastian,169.84771,Leeds,Cheapo-Cheapo Productions Presents Real Live John Sebastian,0,91.802,folk rock,Waiting For A Train [Live],0
0.36416381,BigElf,225.59302,Not available,Cheat the Gallows,0.664542415,120.07,stoner rock,Superstar,2008
0.612067268,BeyoncA(c) feat. Slim Thug,211.17342,Not available,Check On It,0.729515474,110.695,hip hop,Check On It,2005
0.458738221,JoAPSo Gilberto,153.70404,Not available,Chega de Saudade,,91.493,brazilian jazz,ManhAPS de Carnaval (Morning of the Carnaval) (Cantando As MAosicas do Film Orfeo do Carnaval),1959
0.390020826,Cherish The Ladies,134.81751,Not available,Cherish The Ladies: Irish Women Musicians in America,,118.182,irish folk,The Shaskeen / Gan Ainm,1999
0.489149817,Warrant,201.03791,GERMANY,Cherry Pie,0.800849691,177.152,hard rock,Cherry Pie,0
0.489149817,Warrant,244.08771,GERMANY,Cherry Pie,0.602194311,123.245,hard rock,Bed Of Roses,0
0.30285542,DJ Nasty,194.29832,Not available,Cherry Popper,,149.984,bass music,Pussy Hole,0
0.414578837,Chet Atkins,319.4771,"Luttrell, TN",Chet Atkins_ C.G.P.,,96.031,honky tonk,Knucklebuster,0
0.43676907,Toots Thielemans,109.16526,"Brussels, Belgium",Chez Toots,0.304169503,63.334,latin jazz,Le Temps Des Cerises,1998
0.479308951,Fabri Fibra,267.36281,"Senigallia, Italy",Chi Vuole Essere Fabri Fibra ?,0.345802234,160.071,hip hop,Alla Fine Di Tutto Questo,2009
0.339611732,Peret,286.17098,Not available,Chica VaivA(c)n,0,158.79,rumba,Mi Raza,0
0.459660463,Dave Hollister,271.62077,LOWELL,Chicago '85...The Movie,0.790566802,91.003,motown,One Woman Man,2001
0.389157892,Albert King,668.62975,"Indianola, MS",Chicago 1978,,86.702,electric blues,Please Come Back To Me - Live,0
0.332870567,Sunnyland Slim,147.77424,"Vance, MS",Chicago Blues Festival 1974 With Jimmy Dawkins,,150.867,piano blues,I Got To Quit My Baby,0
0.332870567,Sunnyland Slim,344.71138,"Vance, MS",Chicago Blues Festival 1974 With Jimmy Dawkins,,108.105,piano blues,No More Troubles,0
0.380565168,Orchids,175.98649,California,Chicago R&B [Parrot R&B],0.263689888,101.485,doo-wop,You Said You Loved Me,0
0.463192852,John Debney,193.51465,Not available,Chicken Little - Himmel Und Huhn Original Soundtrack (German Version),0.360370583,110.464,pop rock,Dad Apologizes,2005
0.351320975,Cheri Keaggy,262.24281,Not available,Child of the Father,,97.977,ccm,The Cross That Bears His Name,1994
0.128060458,Bobby Russell,130.71628,"Nashville, TN",Children's Christmas Party,,137.959,pop rock,Jingle Bell Rock,0
0,Save As,337.81506,Not available,Chill House Planet_ Vol. 4,0,125.032,soul music,House Music,0
0,Save As,228.98893,Not available,Chillhouse Planet_ Vol. 2,,85.33,soul music,Fanfara,0
0.294037483,Sin Plomo feat. Boris G.,299.72853,Not available,Chillin' Voices Vol.1,0.253834736,72.022,progressive house,Why can't we live together,0
0.430942043,David Arkenstone,272.74404,Tennessee,Chillout Lounge,0.270775999,160.028,celtic,Drifting,2009
0.430942043,David Arkenstone,272.97914,Tennessee,Chillout Lounge,0.327736683,108.014,celtic,Big Bounce,2009
0.476760867,Chimaira,342.36036,"Cleveland, OH",Chimaira,0.612054954,93.513,groove metal,Left For Dead (Album Version),2005
0.71366982,Guns N' Roses,352.96608,Not available,Chinese Democracy,0.710365671,85.239,heavy metal,Catcher In The Rye,2008
0.388939766,Kiprich,208.3522,Not available,Chiney Flava Riddim,,183.827,dancehall,Dem a Talk,0
0,Naseebo Lal,380.81261,Not available,Chithi Lae ke Kabootar Ja,,64.033,italian disco,Dil Naheen Lagda,0
0,Naseebo Lal,436.27057,Not available,Chithi Lae ke Kabootar Ja,,144.076,italian disco,Sahnu bhul ke Maha,0
0.404910014,The Scare,218.95791,Not available,Chivalry,0.396700138,95.33,art rock,NOT IN LOVE,0
0.316818859,Chops,171.2322,Not available,Chops: Dark: Music From and Inspired By The Original Motion Picture,0,181.747,jazz rap,Give It To 'Em,0
0.37352717,Georges Delerue,85.91628,Not available,Chouans!,,130.221,smooth jazz,"AurA""le et CA(c)line",0
0.830356766,Chris Brown,177.89342,"Fairfax, California",Chris Brown,0.624061571,100.969,r&b,So Glad,0
0.338575027,Chris Farlowe,192.26077,"Essex, England",Chris Farlowe Selected Hits,,160.663,blue-eyed soul,I Just Need Your Lovin' - Original,0
0.338575027,Chris Farlowe,165.51138,"Essex, England",Chris Farlowe Selected Hits,,177.598,blue-eyed soul,Paperman_ Fly In The Sky - Original,0
0.725746082,Christina Aguilera,347.84608,Not available,Christina Aguilera/Stripped,0.680334935,152.214,dance pop,Walk Away,2002
0.725746082,Christina Aguilera,278.04689,Not available,Christina Aguilera/Stripped,,84.655,dance pop,Genio Atrapado,2000
0.725746082,Christina Aguilera,229.53751,Not available,Christina Aguilera/Stripped,0.661648182,139.629,dance pop,Cruz,2002
0.391585329,Maurice Chevalier / FranASSoise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,213.55057,"Menilmontant, France",ChristinA(c): Dede,,164.618,chanson,Dialogue et final si j'avais su,0
0.537209539,Carpenters,134.60853,"New Haven, CT",Christmas Collection,0.38293509,80.182,soft rock,An Old Fashioned Christmas,1992
0.369884223,Lacy J. Dalton,186.8273,"Bloomsburg, PA",Christmas Country,0,96.616,classic country,Silver Bells,0
0.667294596,SNOWPATROL,233.03791,"Dundee, Scotland",CHRISTMAS DANCE SENSATION,,144.003,indie rock,We Wish You A Merry Christmas,0
0.439024561,Nicole Mullen,194.95138,Not available,Christmas In Black and White,,94.012,ccm,The Christmas Song  (LP Version),0
0.187676301,David & Steve Gordon,532.27057,California,Christmas in the Southwest,0,131.991,meditation,Faithkeeper_ Part 1,0
0.404157671,Margaret Becker,292.10077,Not available,Christmas Music For The Heart,,148.8,ccm,O Come_ O Come Emmanuel,0
0.291539727,Jimmy Wakely,159.242,"Mineola, AR",Christmas On The Range,0,114.028,classic country,If Santa Claus Could Bring You Back To Me,0
0.653512933,Mannheim Steamroller,199.83628,"Omaha, NE",Christmas Song,,96.002,instrumental pop,The Christmas Song,2009
0.462190105,Jim Reeves,155.402,"Galloway, Panola County, TX",Christmas Songbook,,87.038,country gospel,May The Good Lord Bless And Keep You,2000
0.462190105,Jim Reeves,108.19873,"Galloway, Panola County, TX",Christmas Songbook,0.468997788,95.264,country gospel,Jingle Bells,1963
0.283562596,The Jordanaires & Orion,97.69751,"Springfield, MO",Christmas To Elvis from The Jordanaires,0,106.317,country gospel,Joy to the World,0
0.283562596,The Jordanaires & Orion,86.09914,"Springfield, MO",Christmas To Elvis from The Jordanaires,0.196126709,203.792,country gospel,Up on the House Top,0
0.291264812,RamA3n Vargas_ SA$?ngerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,207.04608,Not available,Christmas With RamA3n Vargas,,69.538,opera,Adeste fideles,0
0.3663557,Big Dee Irwin,156.02893,"New York, NY",Christmas With The Stars,0.591291373,108.103,northern soul,Swinging On A Star,1990
0.370273519,Shirley Caesar,176.37832,"DURHAM, North Carolina",Christmasing,,119.711,symphony,Angels We Have Heard On High (Album Version),0
0.653512933,Mannheim Steamroller,149.89016,"Omaha, NE",Christmasville,,154.695,instrumental pop,(Everybody's Waiting For) The Man With the Bag,2008
0.417593317,Christos Dantis,128.83546,Not available,Christos Dantis Best,,166.138,pop rock,24.000 Baci,0
0.249739671,Free,229.56363,Not available,Chronicles,,165.904,lovers rock,Heartbreaker,1972
0.528795206,Buzzcocks,135.23546,London / Ex-Manchester,Chronology,0.304169503,177.551,new wave,No Reply (Demo),2008
0.385571725,MU330,132.44036,"St. Louis, MO",Chumps On Parade,0.460484845,126.274,ska punk,Cursed Again,1997
0.315453463,Arco Iris,201.03791,Valais/Suisse,Chupi Guay - Canciones para jugar  CD 1,,131.857,acid jazz,Felicidades,0
0.315453463,Arco Iris,199.96689,Valais/Suisse,Chupi Guay - Canciones para jugar  CD 1,,105.157,acid jazz,CanciA3n del Arco Iris,0
0.349912612,Tim Wilson,164.96281,Georgia,Church League Softball Fistfight,0,137.828,filk,Naked Enough,0
0.4066861,Foxy Brown / Total,287.7122,Not available,Chyna Doll,0.597116703,97.143,hip hop,I Can't,0
0.437464554,Gal Costa / Maria BethAC/nia,231.70567,Not available,Ciclo,,73.411,brazilian pop music,Filosofia Pura,0
0.375652824,The Marx Brothers,142.94159,"New York City, New York",CinA(c)-Stars: The Marx Brothers,,81.035,vaudeville,Un jour au Cirque: Two Blind Loves,0
0.375652824,The Marx Brothers,431.51628,"New York City, New York",CinA(c)-Stars: The Marx Brothers,,115.221,vaudeville,Un jour aux courses: Who's That Man,0
0.409244639,Quadro Nuevo,221.28281,Not available,CinA(c)Passion,0.215080319,110.551,tango,"Der Wind Hat Mir Ein Lied ErzA$?hlt (from ""La Habanera"")",0
0.384986117,Carlos NuA+-ez,215.35302,Not available,Cinema Do Mar,,211.327,flamenco,Quiero Ir Ao Mar,2005
0.384986117,Carlos NuA+-ez,179.64363,Not available,Cinema Do Mar,0.327736683,131.986,flamenco,Gabriel's Oboe (La Mision),2007
0.32220637,At All Cost,443.68934,"Austin, Texas",Circle Of Demons,0.405115722,100.331,post-hardcore,Drugs,2007
0.362960597,Darden Smith,234.73587,"Brenham, TX",Circo,0.249065795,120.049,blues-rock,Mill Creek,2004
0.437050558,The Mad Capsule Markets,12.12036,JP,CiSTm KonFLiqt,,137.537,hard rock, -start ID-,0
0.401090254,City High,231.33995,Not available,City High,0.427446572,159.975,hip hop,Sista,2001
0.401090254,City High,256.33914,Not available,City High,,92.922,hip hop,The Only One I Trust,2001
0.357224274,Silkie Ft. Harry Craze,365.76608,Not available,City Limits Volume 1,0.536032112,140.02,uk garage,Head Butt Da Deck,2009
0.543958211,Mat Kearney,215.74485,"Nashville, TN",City Of Black & White,0.642859589,151.936,singer-songwriter,Never Be Ready,2009
0.323956948,Conjunto Clasico,245.99465,Not available,ClA!sicas De ClA!sico,0.237211368,83.905,salsa,CoquA,0
0.302679047,Clarence Profit,166.97424,Not available,Clarence Profit,,161.387,lullaby,Tropical Nights,0
0.366741233,Clara Nunes,176.90077,Not available,Claridade & Canto Das TrAas RaASSas,,101.854,samba,Sofrimento De Quem Ama (1997 Digital Remaster),0
0.251131267,Tito Allen,322.21995,Not available,Clase y Sabor,,183.636,salsa,A Veces Hablo De Ti,0
0.323956948,Conjunto Clasico,244.74077,Not available,"Clasico ""88",0.265861049,91.871,salsa,Mi Suegra,0
0.366527802,Gran Coquivacoa_ Neguito Borjas,117.34159,Not available,Clasicos de oro del Gran Coquivacoa,,75.738,gaita,El tuli-tuli,0
0.366527802,Gran Coquivacoa_ Neguito Borjas,345.33832,Not available,Clasicos de oro del Gran Coquivacoa,,91.965,gaita,Serenata de un gaitero,0
0.336744986,The Dils,141.84444,Not available,Class War,0.304169503,163.024,country rock,Tell Me What I Want to Hear,0
0.460703675,Righteous Brothers,188.55138,California,Classic,0,103.225,blue-eyed soul,Harlem Shuffle,1999
0.566912407,Brenda Lee,151.03955,"Lithonia, GA",Classic Brenda Lee - The Universal Masters Collection,0.505487343,107.073,ballad,Everybody Loves Me But You,1995
0.287731468,Charles Williams And His Orchestra,196.75383,Texas,Classic British Film Themes Of The 40's & 50's,,66.907,latin jazz,Portrait Of Clare (from 'Portrait Of Clare'),0
0.405080353,Roy Rogers,182.67383,"Redding, CA",Classic Country Vol 1,0,185.246,western swing,My Heart Went That-A-Way,0
0.396855869,Vickie Winans,228.93669,Not available,Classic Gold: Best of All,,107.961,ccm,Make Me Over,0
0.437464554,Gal Costa,193.35791,Not available,Classic Latino,,137.941,brazilian pop music,Canta Brasil,1981
0.415441656,ARRESTED DEVELOPMENT,270.36689,"Atlanta, GA",Classic Masters,0.212045406,116.032,hip hop,Natural (2002 Digital Remaster),2002
0.623970266,Dean Martin,134.94812,"Steubenville, OH",Classic Tracks,,63.16,vocal,Pennies From Heaven,1997
0.311615545,Orlando Pops Orchestra,265.82159,Not available,Classic Western Themes Vol. 1,,102.04,orchestra,The Yellow Rose Of Texas (From Giants),0
0.42011418,Les Brown,183.87546,"Reinerton, PA",Classic Years of Les Brown,0,95.073,blues-rock,Dance of the Blue Devils,0
0.249453649,The Merry Macs,182.9873,"Minneapolis, MN",Classic Years of The Merry Macs,,79.821,big band,Breezin' Along With the Breeze,0
0.249453649,The Merry Macs,194.84689,"Minneapolis, MN",Classic Years of The Merry Macs,,71.27,big band,Dolores,0
0.393622172,Tom Barabas,455.02649,Not available,Classical Healing - Tom Barabas,0.239629098,100.148,meditation,Canon In D,0
0.278865041,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,218.48771,Not available,Classical Katz,,67.452,soul jazz,September Song,1997
0.610731463,Aerosmith,425.03791,"Boston, MA",Classics Live,,108.662,blues-rock,Lord Of The Thighs,1974
0.372229882,Vincent Baguian,167.65342,Not available,Claude FranASSois_ Autrement Dit,,88.24,chanson,Chanson Populaire,0
0.268744755,Claw Hammer,231.28771,Not available,Claw Hammer,,204.066,alternative rock,Brother Brick Says,0
0.268744755,Claw Hammer,263.36608,Not available,Claw Hammer,,77.478,alternative rock,Warm Spring Night,0
0.37368526,The Color Red,216.05832,"Riverside, CA",Clear,0.473346541,157.001,post-grunge,Cleansing,0
0.464547023,Kill The Client,57.18159,Dallas TX,Cleptocracey,0.498354612,138.207,grindcore,Dog Tagged,2008
0.509456001,Andrew W.K.,165.51138,New York NY,Close Calls With Brick Walls / Mother of Mankind,0.53066303,120.153,alternative metal,Don't Call Me Andy,2006
0.509456001,Andrew W.K.,127.4771,New York NY,Close Calls With Brick Walls / Mother of Mankind,0.604554485,161.874,alternative metal,Can You Dance With Me?,2006
0.403032205,Blessid Union Of Souls,238.94159,"Cincinnati, OH",Close To The Edge,0.334706549,155.982,modern rock,Healing,0
0.287731468,Charles Williams,64.05179,Texas,Close Up,,102.95,latin jazz,Close Up,0
0.287731468,Charles Williams,89.12934,Texas,Close Up,,102.739,latin jazz,From the East,0
0.443098947,Milk Inc.,202.10893,Not available,Closer,0.460541281,140.017,dance pop,Nothing To You,2003
0,Demonbreed,337.24036,Not available,Closer to God,0.215080319,94.069,thrash core,Hell Will Reign,0
0,Demonbreed,308.81914,Not available,Closer to God,0.215080319,164.137,thrash core,Lifewalk,0
0,Demonbreed,329.40363,Not available,Closer to God,0.270775999,121.487,thrash core,Blood Will Fall,0
0.324672497,Brian Auger's Oblivion Express,265.7171,Not available,Closer To It!,0,193.84,jazz fusion,Inner City Blues (Alternate Mix) (Bonus Track),0
0.324672497,Brian Auger's Oblivion Express,360.30649,Not available,Closer To It!,0.375984302,107.053,jazz fusion,Voices Of Other Times,1999
0.375367267,Vex'd,243.25179,London,Cloud Seed,0.633809245,142.212,dubstep,Disposition (feat. Jest),2010
0.375367267,Vex'd,295.49669,London,Cloud Seed,0.605331887,117.007,dubstep,Oceans,2010
0.405352011,Trafik,505.67791,Utah,Club Trafikana,,125.012,progressive house,Smoke,0
0.364597881,Kerson,396.5122,Texas,Club Work Session Vol.03,,125.037,brill building pop,Melody,0
0.325736259,Carlos Jimenez_ J Elvira_ Oliversam,367.46404,NY - New York City,Club_ Crucial and Crossover,0,0,latin jazz,La vida (Jp Candela & Vlada Asanin club mix),0
0.470107802,Noisettes,218.46159,Not available,Clubland 15,,145.1,soundtrack,Don't Upset The Rhythm (Go Baby Go),2009
0.433927838,John Digweed,460.79955,"Hastings, England",Clubplanet Volume 1,0.413739836,125.015,progressive house,Warung Beach,0
0.454714841,Cracker,263.8624,Richmond VA,Clueless / Original Motion Picture Soundtrack,,136.459,roots rock,Shake Some Action,1995
0.422127199,Kathy Mattea,44.64281,"Cross Lane, WV",Coal,0.323112121,146.894,bluegrass,Sally In the Garden,2008
0.409292117,The Field Mice,316.73424,Not available,Coastal,0.531612769,162.682,twee pop,When Morning Comes To Town,1989
0.409292117,The Field Mice,335.46404,Not available,Coastal,0.526706659,70.09,twee pop,Below The Stars,1990
0.464525451,Cobra Killer,112.19546,Not available,Cobra Killer,0.340922756,86.96,folk rock,Kick Jump - Part Jump,1998
0.329432664,Fontaine Sisters,199.00036,Not available,Coccole di Natale,0.405115722,84.138,europop,Silver Bells,2004
0.297664755,Electric O & Ishkan,304.09098,Singapore,Cock Dynamiks: Sensual Canadian Hip-Hop,,88.985,progressive house,The Three X's,0
0.456940558,L.A. Guns,398.44526,katy,Cocked & Re-Loaded (Millenium Edition),0.64068403,150.3,heavy metal,Magdalaine,1989
0.219369575,CoCo Lee,264.01914,Not available,COCO 1994-2008 Best Collection,,146.284,dance pop,Each Time I Think Of You,0
0.219369575,CoCo Lee,269.53098,Not available,COCO 1994-2008 Best Collection,,100.034,dance pop,Mo Jing,0
0.560380805,Alexandre Desplat,177.42322,Not available,Coco Avant Chanel,0.478276995,170.024,soundtrack,Le Chagrin de Coco,2009
0.451219237,K's Choice,144.14322,Not available,Cocoon Crash,,103.801,post-grunge,20.000 Seconds,1998
0.491828704,James Horner,197.38077,"Los Angeles, CA",Cocoon: The Return,,129.237,rock,Good Friend,2000
0.634412385,Led Zeppelin,182.09914,England,Coda,0.31276992,210.8,blues-rock,Poor Tom (Album Version),1982
0,Coolio Da Unda Dogg,240.22159,Not available,Cognito Presents That's My Mic,,160.018,game,Do Or Die,0
0.352973771,Johnny Otis Show,164.8322,Not available,Cold Shot!,0,94.085,blues,You Better Look Out,0
0.384425906,Jose Luis Perales,191.21587,Not available,ColecciA3n Diamante,0,136.478,latin pop,No Soy Uno MA!s,2008
0.384425906,Jose Luis Perales,199.94077,Not available,ColecciA3n Diamante,,92.686,latin pop,Samaritanas Del Amor,1984
0.328413738,Alberto Cortez,252.78649,Not available,ColecciA3n Diamante: Alberto Cortez,0.334706549,91.008,chanson,Distancia,1989
0.328413738,Alberto Cortez,183.17016,Not available,ColecciA3n Diamante: Alberto Cortez,0.334706549,91.584,chanson,Guitarra Dimelo Tu,0
0.372356588,Los Chunguitos,172.72118,Not available,ColecciA3n Diamante: Los Chunguitos,,128.176,flamenco,Cuantas Madres Llorando,0
0.386630837,Juan Carlos Baglietto,218.09587,Not available,Coleccion Aniversario,,131.624,tango,Todo A Mi Favor,0
0.413254694,Carlos Vives,262.24281, ,Coleccion de Oro,0.304169503,130.513,vallenato,Si Es Que Te Vas,2000
0.413254694,Carlos Vives,112.90077, ,Coleccion de Oro,0.327736683,132.358,vallenato,Cancion De Amor Eterno,2000
0.30283976,Los Hispanos,242.28526,Not available,Coleccion Estelar de Sabor Cumbia,0,88.343,cumbia,El Aranero,0
0.373011673,Alain Souchon,231.31383,"Casablanca, Morocco",Collection,,103.414,chanson,Le Bagad De Lann Bihoue,0
0.409778998,Danny Williams,168.01914,"Port Elizabeth, South Africa",Collection,0.334706549,77.072,ballad,The Wonderful World Of The Young,1998
0.548221892,The Misfits,133.27628,New Jersey,Collection 2,0.737927652,83.953,horror punk,Halloween II,1981
0.550991009,The Misfits,73.09016,New Jersey,Collection 2,0.652359289,93.703,horror punk,We Bite,1982
0.116156134,Les Hou-Lops,150.46485,Not available,Collection de chansons rares des groupes des annA(c)es 60 Volume 1,,111.555,freakbeat,Hold me,0
0.320086927,Line Renaud,179.93098,Not available,Collection Disques PathA(c),0,80.053,chanson,Vous Qui Passez Sans Me Voir,0
0.320086927,Line Renaud,171.17995,Not available,Collection Disques PathA(c),,92.905,chanson,Dis_ Oh Dis (Everybody Loves A Lover),0
0.320086927,Line Renaud - Dean Martin,173.13914,Not available,Collection Disques PathA(c),,76.236,chanson,Two Sweety People,0
0.352563985,Kary Ng,209.47546,Not available,Collection of Wo De Zui Ai,,99.605,cantonese pop,Fen Shou Yao Hen,0
0.388527293,Bob Carlisle,331.25832,Not available,Collection: B. Carlisle,0,103.634,ccm,Man Of No Reputation,1994
0.362563592,The Mustangs,160.26077,Connecticut,Collections,0,85.538,country rock,Moscow Nights,0
0.408091819,The Rascals,168.56771,"New York, NY",Collections,0.334706549,78.19,blue-eyed soul,No Love To Give (LP Version),0
0.318834232,DeGarmo & Key,203.62404,Not available,Collecton,0.503381236,120.548,ccm,Destined To Win,1988
0.318834232,DeGarmo & Key,275.74812,Not available,Collecton,,132.786,ccm,Jericho  (Straight On Album Version),0
0.424271114,5 Blind Boys Of Alabama,173.71383,"Talladega, AL",Collector's Edition,0,110.879,soul blues,If You Don't Pray For Me,1996
0,Clarence Fountain,312.08444,"Tyler, AL",Collector's Edition,0,122.18,southern gospel,Beams Of Heaven,0
0.39560835,Albert Collins,356.25751,"Leona, Texas",Collins Mix,0.427446572,94.557,texas blues,Same Old Thing,1993
0.315690277,DJ Harry,309.60281,Not available,Collision,,181.371,trip hop,Shadows,2004
0.315690277,DJ Harry,299.98975,Not available,Collision,0,122.829,trip hop,Tragedy in Blue,2004
0.315690277,DJ Harry,327.47057,Not available,Collision,0,133.343,trip hop,Other Side of You,2004
0.429780286,Cerati-Melero,262.37342,Not available,Colores Santos,0.437036204,129.047,electronica,Marea De Venus,0
0.396963184,Miguel Migs,284.60363,"San Francisco, CA",Colorful You,0.565451012,104.988,progressive house,The One,2002
0.20835876,Brice Kapel,297.09016,Not available,Coloricocola,,128.229,chanson francaise,Aloha,0
0.20835876,Brice Kapel,225.61914,Not available,Coloricocola,,79.468,chanson francaise,Lo,0
0.546545162,Between The Buried And Me,133.82485,"Charlotte, NC",Colors,0.372530039,120.663,alternative metal,Foam Born (A) The Backtrack (Album Version),2007
0.546545162,Between The Buried And Me,516.62322,"Charlotte, NC",Colors,0,132.949,alternative metal,Prequel To The Sequel (Album Version),2007
0.301947213,Sharon Burch,183.30077,Not available,Colors of My Heart,,85.319,folk rock,Don't Be Afraid (World),1999
0.301947213,Sharon Burch,225.72363,Not available,Colors of My Heart,,128.578,folk rock,Earth Child (World),1999
0.39301573,Leona Naess,199.07873,"London, England",Comatised,0.587322522,93.259,chanson,Chase,2000
