1506,Bailando,0.0,1195,1,0,203.02322
1507,Your Revolution Is A Joke,0.665749175,1196,55,2003,164.54485
1508,Rainbow Eyes,0,1197,132,1978,454.1122
1509,Milkcow Blues (Album Version),0.0,1198,287,0,259.63057
1510,Release,0.0,1199,66,0,386.97751
1511,Molly Darling,0,1200,63,1956,183.50975
1512,Long Summer Days,0.38293509,1201,288,1977,194.97751
1513,Tuesday Afternoon,0,1201,288,1968,291.29098
1514,Coke (Live),0.445454526,1202,14,0,280.89424
1515,Volvere,0.43483809,1203,71,2000,164.33587
1516,Wisdom,0,1204,31,0,520.04526
1517,Let's Fall In Love This Christmas,0.255496779,1205,26,0,239.20281
1518,Rain Please Go Away,0.0,1206,198,0,161.95873
1519,Into The Groove,0.783623854,1207,2,1985,285.09995
1520,Papa Don't Preach,0.725984188,1207,2,1986,269.58322
1521,All Through The Night (Album),0.0,1208,122,0,244.29669
1522,The Harp That Once Through Tara's Halls,0,1209,157,0,103.73179
1523,Shout For Joy  (Celtic Psalms Album Version),0.0,1210,77,0,170.73587
1524,Just As I Am (Arr.)  (Different From Track One),0.0,1211,77,0,163.7873
1525,Romeo's Exile,0,1212,157,1995,234.10893
1526,Storm In My Heart,0,1213,157,1993,272.5873
1527,By My Spirit  (),0.0,1214,77,0,337.13587
1528,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),0,1215,38,0,189.20444
1529,Gentle; the Night (from And the Stars Go With You),0.712791487,1216,289,0,435.69587
1530,Sliabh Geal gCua,0,1217,157,0,189.88363
1531,Two Ruffles & Flourishes / General's March,0,1218,187,0,31.29424
1532,King Of Pain,0,1219,6,1983,318.01424
1533,She's Taken A Shine,0.606807293,1220,26,0,221.88363
1534,Ninety Miles An Hour,0.265861049,1220,26,0,185.7824
1535,Onni,0.215080319,1221,74,1978,231.47057
1536,Policias Y Ladrones,0,1222,290,0,190.37995
1537,Taste Of Dis (Explicit Version),0.215080319,1223,291,2005,261.53751
1538,American Girl,0.668033348,1223,291,2005,218.64444
1539,6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),0,1224,22,2001,223.73832
1540,Christina Christina Blues,0.0,1225,245,0,200.80281
1541,Snaps Drinking Woman (LP Version),0,1226,245,0,165.25016
1542,New Detroit,0.523175055,1227,9,2005,170.70975
1543,Only Love,0,1228,9,1990,276.6624
1544,Blood Round Dance Song (World),0.215080319,1229,108,1982,146.33751
1545,Unconditionally (Soul and R&B),0.291625436,1230,115,0,279.7971
1546,Beef,0.495453137,1231,29,2009,217.41669
1547,Rotate,0.462379946,1231,29,2009,256.1824
1548,Still Waters,0,1232,106,0,248.92036
1549,Baby Is Blue,0,1232,106,0,198.03383
1550,BOMB SQUAD,0.266955186,1233,250,0,191.11138
1551,La bite du plombier,0,1234,7,0,184.0322
1552,Dede De Montmartre,0,1235,7,0,169.482
1553,Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche,0,1236,135,0,152.842
1554,Elsa,0,1236,43,0,196.44036
1555,Morgane regarde le ciel,0,1237,43,0,272.95302
1556,"Le systA""me solaire",0,1237,43,0,269.322
1557,The Invasion (Aka Black Wa Da Da),0.607036691,1238,31,0,334.31465
1558,Blue Cave,0,1239,113,0,404.45342
1559,Quand j'improvise sur mon piano,0,1240,7,1973,163.05587
1560,L'Ardechoise Aux Cheveux Blanc,0,1241,7,0,211.53914
1561,Fleur De Paris,0,1242,69,0,138.94485
1562,Chao Wo,0,1243,292,0,277.15873
1563,You Are Holy,0.405115722,1244,38,1995,296.98567
1564,Strange Way To Save The World,0,1244,38,2000,270.28853
1565,El Termometro,0,1245,20,0,170.23955
1566,Subliminal ohne Naturgeraeusche,0.0,1246,22,0,1203.53914
1567,Einleitung,0,1246,22,0,33.67138
1568,Mississippi Boweavil Blues,0,1247,52,1929,191.11138
1569,Down in the Lowlands,0,1248,38,1986,298.70975
1570,That Little Ole Wine Drinker Me - Original,0,1249,63,0,124.76036
1571,Pick Me Up On Your Way Down - Original,0,1249,63,0,152.73751
1572,Saturday Night's Alright (For Fighting),0.683647342,1250,110,2003,223.99955
1573,Long Way Home,0.215080319,1251,38,2006,256.39138
1574,Clown,0.564258739,1252,2,2002,196.93669
1575,My Party (Kenna Remix),0.565666582,1253,155,2007,225.27955
1576,It Doesn't Matter Where_ Just Drive,0.590890611,1254,147,2006,217.57342
1577,Come Around (LP Version),0.627363448,1255,14,2003,235.72853
1578,Chasing Monsters,0.437036204,1256,34,0,270.31465
1579,Disappeared,0.428702263,1256,34,0,351.08526
1580,Get It While You Can,0,1257,17,1971,205.53098
1581,Waiting For A Train [Live],0.0,1258,42,0,169.84771
1582,Superstar,0.664542415,1259,264,2008,225.59302
1583,Check On It,0.729515474,1260,1,2005,211.17342
1584,ManhAPS de Carnaval (Morning of the Carnaval) (Cantando As MAosicas do Film Orfeo do Carnaval),0,1261,130,1959,153.70404
1585,The Shaskeen / Gan Ainm,0,1262,157,1999,134.81751
1586,Cherry Pie,0.800849691,1263,18,0,201.03791
1587,Bed Of Roses,0.602194311,1263,18,0,244.08771
1588,Pussy Hole,0,1264,59,0,194.29832
1589,Knucklebuster,0,1265,63,0,319.4771
1590,Le Temps Des Cerises,0.304169503,1266,5,1998,109.16526
1591,Alla Fine Di Tutto Questo,0.345802234,1267,1,2009,267.36281
1592,Mi Raza,0.0,1268,65,0,286.17098
1593,One Woman Man,0.790566802,1269,158,2001,271.62077
1594,Please Come Back To Me - Live,0,1270,172,0,668.62975
1595,I Got To Quit My Baby,0,1271,245,0,147.77424
1596,No More Troubles,0,1271,245,0,344.71138
1597,You Said You Loved Me,0.263689888,1272,27,0,175.98649
1598,Dad Apologizes,0.360370583,1273,9,2005,193.51465
1599,The Cross That Bears His Name,0,1274,38,1994,262.24281
1600,Jingle Bell Rock,0,1275,9,0,130.71628
1601,House Music,0.0,1276,293,0,337.81506
1602,Fanfara,0,1277,293,0,228.98893
1603,Why can't we live together,0.253834736,1278,23,0,299.72853
1604,Drifting,0.270775999,1279,77,2009,272.74404
1605,Big Bounce,0.327736683,1279,77,2009,272.97914
1606,Left For Dead (Album Version),0.612054954,1280,294,2005,342.36036
1607,Catcher In The Rye,0.710365671,1281,132,2008,352.96608
1608,Dem a Talk,0,1282,28,0,208.3522
1609,Dil Naheen Lagda,0,1283,295,0,380.81261
1610,Sahnu bhul ke Maha,0,1283,295,0,436.27057
1611,NOT IN LOVE,0.396700138,1284,145,0,218.95791
1612,Give It To 'Em,0.0,1285,247,0,171.2322
1613,"AurA""le et CA(c)line",0,1286,221,0,85.91628
1614,So Glad,0.624061571,1287,199,0,177.89342
1615,I Just Need Your Lovin' - Original,0,1288,139,0,192.26077
1616,Paperman_ Fly In The Sky - Original,0,1288,139,0,165.51138
1617,Walk Away,0.680334935,1289,2,2002,347.84608
1618,Genio Atrapado,0,1289,2,2000,278.04689
1619,Cruz,0.661648182,1289,2,2002,229.53751
1620,Dialogue et final si j'avais su,0,1290,7,0,213.55057
1621,An Old Fashioned Christmas,0.38293509,1291,241,1992,134.60853
1622,Silver Bells,0.0,1292,24,0,186.8273
1623,We Wish You A Merry Christmas,0,1293,147,0,233.03791
1624,The Christmas Song  (LP Version),0,1294,38,0,194.95138
1625,Faithkeeper_ Part 1,0.0,1295,22,0,532.27057
1626,O Come_ O Come Emmanuel,0,1296,38,0,292.10077
1627,If Santa Claus Could Bring You Back To Me,0.0,1297,24,0,159.242
1628,The Christmas Song,0,1298,121,2009,199.83628
1629,May The Good Lord Bless And Keep You,0,1299,83,2000,155.402
1630,Jingle Bells,0.468997788,1299,83,1963,108.19873
1631,Joy to the World,0.0,1300,83,0,97.69751
1632,Up on the House Top,0.196126709,1300,83,0,86.09914
1633,Adeste fideles,0,1301,219,0,207.04608
1634,Swinging On A Star,0.591291373,1302,234,1990,156.02893
1635,Angels We Have Heard On High (Album Version),0,1303,111,0,176.37832
1636,(Everybody's Waiting For) The Man With the Bag,0,1304,121,2008,149.89016
1637,24.000 Baci,0,1305,9,0,128.83546
1638,Heartbreaker,0,1306,33,1972,229.56363
1639,No Reply (Demo),0.304169503,1307,6,2008,135.23546
1640,Cursed Again,0.460484845,1308,128,1997,132.44036
1641,Felicidades,0,1309,296,0,201.03791
1642,CanciA3n del Arco Iris,0,1309,296,0,199.96689
1643,Naked Enough,0.0,1310,297,0,164.96281
1644,I Can't,0.597116703,1311,1,0,287.7122
1645,Filosofia Pura,0,1312,60,0,231.70567
1646,Un jour au Cirque: Two Blind Loves,0,1313,215,0,142.94159
1647,Un jour aux courses: Who's That Man,0,1313,215,0,431.51628
1648,"Der Wind Hat Mir Ein Lied ErzA$?hlt (from ""La Habanera"")",0.215080319,1314,148,0,221.28281
1649,Quiero Ir Ao Mar,0,1315,125,2005,215.35302
1650,Gabriel's Oboe (La Mision),0.327736683,1315,125,2007,179.64363
1651,Drugs,0.405115722,1316,55,2007,443.68934
1652,Mill Creek,0.249065795,1317,17,2004,234.73587
1653, -start ID-,0,1318,18,0,12.12036
1654,Sista,0.427446572,1319,1,2001,231.33995
1655,The Only One I Trust,0,1319,1,2001,256.33914
1656,Head Butt Da Deck,0.536032112,1320,284,2009,365.76608
1657,Never Be Ready,0.642859589,1321,50,2009,215.74485
1658,CoquA,0.237211368,1322,76,0,245.99465
1659,Tropical Nights,0,1323,230,0,166.97424
1660,Sofrimento De Quem Ama (1997 Digital Remaster),0,1324,160,0,176.90077
1661,A Veces Hablo De Ti,0,1325,76,0,322.21995
1662,Mi Suegra,0.265861049,1326,76,0,244.74077
1663,El tuli-tuli,0,1327,11,0,117.34159
1664,Serenata de un gaitero,0,1327,11,0,345.33832
1665,Tell Me What I Want to Hear,0.304169503,1328,26,0,141.84444
1666,Harlem Shuffle,0.0,1329,139,1999,188.55138
1667,Everybody Loves Me But You,0.505487343,1330,71,1995,151.03955
1668,Portrait Of Clare (from 'Portrait Of Clare'),0,1331,5,0,196.75383
1669,My Heart Went That-A-Way,0.0,1332,114,0,182.67383
1670,Make Me Over,0,1333,38,0,228.93669
1671,Canta Brasil,0,1334,60,1981,193.35791
1672,Natural (2002 Digital Remaster),0.212045406,1335,1,2002,270.36689
1673,Pennies From Heaven,0,1336,298,1997,134.94812
1674,The Yellow Rose Of Texas (From Giants),0,1337,53,0,265.82159
1675,Dance of the Blue Devils,0.0,1338,17,0,183.87546
1676,Breezin' Along With the Breeze,0,1339,299,0,182.9873
1677,Dolores,0,1339,299,0,194.84689
1678,Canon In D,0.239629098,1340,22,0,455.02649
1679,September Song,0,1341,195,1997,218.48771
1680,Lord Of The Thighs,0,1342,17,1974,425.03791
1681,Chanson Populaire,0,1343,7,0,167.65342
1682,Brother Brick Says,0,1344,166,0,231.28771
1683,Warm Spring Night,0,1344,166,0,263.36608
1684,Cleansing,0.473346541,1345,14,0,216.05832
1685,Dog Tagged,0.498354612,1346,273,2008,57.18159
1686,Don't Call Me Andy,0.53066303,1347,110,2006,165.51138
1687,Can You Dance With Me?,0.604554485,1347,110,2006,127.4771
1688,Healing,0.334706549,1348,143,0,238.94159
1689,Close Up,0,1349,5,0,64.05179
1690,From the East,0,1349,5,0,89.12934
1691,Nothing To You,0.460541281,1350,2,2003,202.10893
1692,Hell Will Reign,0.215080319,1351,300,0,337.24036
1693,Lifewalk,0.215080319,1351,300,0,308.81914
1694,Blood Will Fall,0.270775999,1351,300,0,329.40363
1695,Inner City Blues (Alternate Mix) (Bonus Track),0.0,1352,271,0,265.7171
1696,Voices Of Other Times,0.375984302,1352,271,1999,360.30649
1697,Disposition (feat. Jest),0.633809245,1353,107,2010,243.25179
1698,Oceans,0.605331887,1353,107,2010,295.49669
1699,Smoke,0,1354,23,0,505.67791
1700,Melody,0,1355,15,0,396.5122
1701,La vida (Jp Candela & Vlada Asanin club mix),0.0,1356,5,0,367.46404
1702,Don't Upset The Rhythm (Go Baby Go),0,1357,54,2009,218.46159
1703,Warung Beach,0.413739836,1358,23,0,460.79955
1704,Shake Some Action,0,1359,106,1995,263.8624
1705,Sally In the Garden,0.323112121,1360,198,2008,44.64281
1706,When Morning Comes To Town,0.531612769,1361,256,1989,316.73424
1707,Below The Stars,0.526706659,1361,256,1990,335.46404
1708,Kick Jump - Part Jump,0.340922756,1362,42,1998,112.19546
1709,The Three X's,0,1364,23,0,304.09098
1710,Magdalaine,0.64068403,1365,132,1989,398.44526
1711,Each Time I Think Of You,0,1366,2,0,264.01914
1712,Mo Jing,0,1366,2,0,269.53098
1713,Le Chagrin de Coco,0.478276995,1367,54,2009,177.42322
1714,20.000 Seconds,0,1368,14,1998,144.14322
1715,Good Friend,0,1369,73,2000,197.38077
1716,Poor Tom (Album Version),0.31276992,1370,17,1982,182.09914
1717,Do Or Die,0,1371,301,0,240.22159
1718,You Better Look Out,0.0,1372,41,0,164.8322
1719,No Soy Uno MA!s,0.0,1373,67,2008,191.21587
1720,Samaritanas Del Amor,0,1373,67,1984,199.94077
1721,Distancia,0.334706549,1374,7,1989,252.78649
1722,Guitarra Dimelo Tu,0.334706549,1374,7,0,183.17016
1723,Cuantas Madres Llorando,0,1375,125,0,172.72118
1724,Todo A Mi Favor,0,1376,148,0,218.09587
1725,Si Es Que Te Vas,0.304169503,1377,192,2000,262.24281
1726,Cancion De Amor Eterno,0.327736683,1377,192,2000,112.90077
1727,El Aranero,0.0,1378,40,0,242.28526
1728,Le Bagad De Lann Bihoue,0,1379,7,0,231.31383
1729,The Wonderful World Of The Young,0.334706549,1379,71,1998,168.01914
1730,Halloween II,0.737927652,1380,141,1981,133.27628
1731,We Bite,0.652359289,1380,141,1982,73.09016
1732,Hold me,0,1381,44,0,150.46485
1733,Vous Qui Passez Sans Me Voir,0.0,1382,7,0,179.93098
1734,Dis_ Oh Dis (Everybody Loves A Lover),0,1382,7,0,171.17995
1735,Two Sweety People,0,1382,7,0,173.13914
1736,Fen Shou Yao Hen,0,1383,292,0,209.47546
1737,Man Of No Reputation,0.0,1384,38,1994,331.25832
1738,Moscow Nights,0.0,1385,26,0,160.26077
1739,No Love To Give (LP Version),0.334706549,1385,139,0,168.56771
1740,Destined To Win,0.503381236,1386,38,1988,203.62404
1741,Jericho  (Straight On Album Version),0,1386,38,0,275.74812
1742,If You Don't Pray For Me,0.0,1387,36,1996,173.71383
1743,Beams Of Heaven,0.0,1387,137,0,312.08444
1744,Same Old Thing,0.427446572,1388,85,1993,356.25751
1745,Shadows,0,1389,167,2004,309.60281
1746,Tragedy in Blue,0.0,1389,167,2004,299.98975
1747,Other Side of You,0.0,1389,167,2004,327.47057
1748,Marea De Venus,0.437036204,1390,156,0,262.37342
1749,The One,0.565451012,1391,23,2002,284.60363
1750,Aloha,0,1392,135,0,297.09016
1751,Lo,0,1392,135,0,225.61914
1752,Foam Born (A) The Backtrack (Album Version),0.372530039,1393,110,2007,133.82485
1753,Prequel To The Sequel (Album Version),0.0,1393,110,2007,516.62322
1754,Don't Be Afraid (World),0,1394,42,1999,183.30077
1755,Earth Child (World),0,1394,42,1999,225.72363
1756,Chase,0.587322522,1395,7,2000,199.07873
1757,Paper Thin,0.548718667,1395,7,2000,645.38077
1758,Tomorrow,0.427446572,1396,241,1990,173.58322
1759,Let's Lock The Door (And Throw Away The Key),0.557187768,1396,241,1990,149.89016
1760,Livin' Above Your Head,0,1396,241,2002,174.68036
1761,Some Enchanted Evening,0.628296796,1396,241,1988,137.19465
1762,Come All Over Me,0,1397,302,0,206.78485
1763,Green Grows the Laurel,0.485722716,1398,157,0,240.32608
1764,Little Brigid Flynn,0.365823597,1398,157,0,182.04689
1765,We Have All The Time In The World,0.614576982,1399,17,1996,221.33506
1766,Touch Me,0.518340538,1400,169,0,208.1171
1767,Losing Weight Part 2,0.474054831,1401,1,2002,366.05342
1768,Come Home With Me,0.499445835,1401,1,2002,301.50485
1769,Run And Tell,0,1402,144,0,213.60281
1770,Friends Of All Races,0,1403,182,0,283.74159
1771,Retarded Army,0.0,1403,182,0,197.642
1772,The Urge To Merge,0.474147941,1404,51,0,186.53995
1773,You've Got A Friend,0.0,1405,38,2005,282.20036
1774,Arco Arena,0.764419569,1406,14,2001,91.32363
1775,Comin' Tonight,0,1407,196,2008,209.60608
1776,Coming Back For More feat. Colin Corvez,0,1408,303,0,323.60444
1777,Watch Out for The Birdsongs,0.212045406,1409,66,2007,159.45098
1778,Tracy,0,1409,66,2004,172.61669
1779,Ass Attack (Four Tet Remix),0.33888672,1410,37,2004,181.02812
1780,Beyond Forever (2004 Digital Remaster),0,1411,113,0,277.57669
1781,Hawaii Blues (Album Version),0,1412,26,0,185.44281
1782,On Efface,0.475638468,1413,7,2004,252.99546
1783,Dans Ces Villes,0.464923994,1413,7,2004,227.5522
1784,A Quoi Ca Sert,0.367273416,1413,7,0,201.66485
1785,He Has Risen (Communication Album Version),0,1414,38,0,171.75465
1786,Communication,0,1414,72,0,430.54975
1787,Communication (More Mix),0.212045406,1415,72,0,355.39546
1788,Por Arriesgarnos,0.541551998,1416,2,2007,211.80036
1789,Dolor,0,1417,82,0,185.12934
1790,Ease,0.639248489,1418,37,1985,492.30322
1791,So Ist Das Nun Mal,0.38293509,1419,69,1997,312.94649
1792,Green And Blue,0,1420,66,1997,294.39955
1793,Two Little Fishes_ Five Loaves Of Bread,0,1421,235,0,156.42077
1794,Circle Round The Moon,0,1422,52,1990,154.87955
1795,Tristeza (Brazilian Blues),0.424090811,1423,160,0,186.67057
1796,Irapijerkifly,0.319565987,1424,219,0,212.32281
1797,Alma de B-Boy,0.511424326,1425,40,0,208.66567
1798,No seamos tontos,0.0,1426,304,0,216.81587
1799,La Alegria Del Batallon,0,1427,219,0,135.13098
1800,Amores Cobardes,0.265861049,1428,125,2008,234.63138
1801,Dime Si Me Quieres,0.48456253,1428,125,2008,213.52444
1802,Los Pintores,0,1429,20,0,217.99138
1803,Imagination,0.327736683,1430,28,2006,230.24281
1804,Politrix,0.215080319,1430,28,2006,213.10649
1805,Dubrovnic,0.212045406,1431,7,0,212.13995
1806,Primary,0,1432,6,1981,209.60608
1807,Hun Qian De Nu Ren,0,1433,292,0,481.54077
1808,French Touch,0.0,1434,148,1999,201.09016
1809,Antes (Salsa Version),0,1435,76,2003,271.25506
1810,La Ley De La Vida,0.496175336,1436,180,2010,273.03138
1811,Pretty Smiles & Shattered Teeth,0.437036204,1437,116,0,278.96118
1812,Co Co My My,0,1438,5,2002,307.09506
1813,Affaire Mokuwa,0,1439,152,2005,306.96444
1814,Gallows (Album Version),0,1440,55,2009,208.66567
1815,Conker The King,0.299877488,1441,239,2005,131.65669
1816,Embraceable You (LP Version from 'When The Boys Meet The Girls'),0,1442,15,0,135.47057
1817,Something To Remember You By,0,1443,121,0,172.30322
1818,Time On My Hands (You In My Arms),0.0,1444,121,0,175.15057
1819,I Won't Let You Go Till You Bless My Soul (Album Version),0,1445,38,0,329.74322
1820,What's True,0.365143804,1446,104,0,207.20281
1821,I Hate to Be the One to Say,0.0,1447,115,0,144.71791
1822,winning friends,0,1448,257,0,219.66322
1823,Machuca,0.375984302,1449,192,0,284.31628
1824,Contagious,0.666532379,1450,132,1987,201.74322
1825,Woe is Woman,0.0,1451,305,0,121.65179
1826,Desperate Man Blues,0.685274902,1452,93,1983,219.76771
1827,When I Think Of You,0,1453,2,1986,235.41506
1828,Deep Inside,0.286605956,1454,162,0,407.03955
1829,The White Spirit,0.552705114,1455,66,0,319.08526
1830,She Will Love You (Album Version),0.713217692,1456,55,2007,258.82077
1831,Teenage Queen (Album Version),0.0,1456,55,2007,206.8371
1832,Big Train,0,1457,261,2009,140.7473
1833,Yan Chin,0,1458,292,0,171.20608
1834,Yi Ji Ji Zhong,0,1458,292,0,200.41098
1835,Commercial Reign,0.561428518,1459,147,1990,283.32363
1836,Motownphilly,0,1460,306,1991,245.75955
1837,Ne Reste Que L'Amour (Only Love),0,1461,7,0,207.04608
1838,Il N'Etait Pas Sentimental,0.0,1461,7,0,140.56444
1839,Cintura Fina,0.417313803,1462,60,1998,188.65587
1840,TelAa,0,1463,307,0,130.19383
1841,Coral Fang (Album Version),0.360370583,1464,103,2003,129.59302
1842,Sweet Suffering Christ,0.0,1465,38,1993,242.12853
1843,Fui Mujer,0.0,1466,148,0,262.922
1844,Amor Siciliano,0.249065795,1466,148,0,225.33179
1845,Dasotmori Live,0.0,1467,202,0,136.30649
1846,Meu Bem Meu Mal (Mi Bien Mi Mal),0.454192988,1468,60,0,242.9122
1847,North American Ballads: No. 2 - Which Side Are You On?,0,1469,43,0,554.9971
1848,Reason With The Beast,0.23979456,1470,25,2005,113.60608
1849,The Strongest Wind That Blows,0.457337011,1470,25,2005,286.06649
1850,Mamma pettenami,0,1471,308,0,150.69995
1851,Bring Out Your Dead,0.600274216,1472,122,2002,217.93914
1852,Je me sens bien pasta fagioli,0,1473,26,0,150.17751
1853,La RevoluciA3n,0.212045406,1474,150,1995,261.642
1854,Dicen Por Ahi,0.469873001,1475,2,1998,229.0673
1855,Cosmonaut,0.660928328,1476,191,2009,288.33914
1856,Linda Lou,0,1477,114,0,151.69261
1857,C'Etait Bien,0,1478,7,2001,183.19628
1858,In Your Dreams,0.37011948,1479,5,1995,243.43465
1859,Let the People Dance,0,1480,17,0,180.45342
1860,Some People They Never Believe (LP Version),0.334706549,1481,38,0,203.83302
1861,Tomorrows Girls (Live),0,1482,16,1999,122.40934
1862,Boomerang (Reprise),0.579728749,1483,4,2002,193.72363
1863,Dirty Ol' Town,0,1484,157,0,148.87138
1864,Stand By Your Man,0,1485,63,1968,159.60771
1865,We're Together Again,0.212045406,1486,26,1998,129.12281
1866,Santa Claus Is Coming To Town,0.473346541,1487,26,1999,153.96526
1867,Angel Band,0,1488,83,1997,152.34567
1868,Misty Blue,0,1489,24,1976,159.81669
1869,A Legend In My Time,0,1489,26,1987,152.58077
1870,Am I That Easy To Forget,0,1490,64,1959,140.38159
1871,Steel Guiter Stomp,0,1491,114,2008,170.47465
1872,My Pillow,0.500015498,1492,63,0,133.27628
1873,Go And Wash (Those Dirty Feet),0,1493,26,2005,138.86649
1874,Work Hard,0,1494,28,0,215.53587
1875,I'll Wait for You Dear,0,1495,63,0,150.9873
1876,Enclosed_ One Broken Heart,0,1495,63,0,156.21179
1877,Indian Love Call,0,1496,196,1990,195.91791
1878,Beautiful Brown eyes,0.462643183,1497,24,2001,155.95057
1879,Falling Leaves,0.378686389,1498,198,1995,158.71955
1880,All American Boy,0,1498,198,0,159.60771
1881,The Yellow Rose Of Texas,0,1499,114,0,152.97261
1882,DEU470956112,0.273285955,1500,26,0,129.67138
1883,Intro / Stay All Night_ Stay A Little Longer,0,1501,63,0,71.1571
1884,Reuben James,0,1502,26,1993,167.00036
1885,Tennessee Central Number Nine,0,1503,114,0,162.21995
1886,Lightning Breaks,0.531722098,1504,167,1996,168.25424
1887,Constructing the Absence,0,1505,107,2008,343.35302
1888,Slum Goddess (Originally Performed by The Fugs),0,1506,162,0,218.5922
1889,Bad Reputation (Originally Performed by Thin Lizzy),0.0,1506,162,0,170.4224
1890,We Didn't Kill Each Other (But Didn't We Try) [Originally Performed by Dallas Wayne],0,1506,162,0,216.81587
1891,So Long (Originally Performed by Abba),0,1506,162,0,211.3824
1892,Bastard,0,1507,80,0,153.93914
1893,Where Is My Mind (XFM Live Version),0.754321059,1508,236,2003,223.92118
1894,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),0.626612803,1509,110,2009,654.28853
1895,Dr. Bernice,0.542898743,1510,106,1992,380.86485
1896,Midnight Swim,0.394394856,1511,53,0,128.83546
1897,The New Girl,0.367273416,1511,53,0,78.10567
1898,Too Shy To Scream,0.867008491,1512,55,2009,176.61342
1899,Darling_ I Want To Destroy You,0.813937198,1512,55,2009,223.29424
1900,Baby_ I'm Your Man,0.595926916,1513,38,2008,219.01016
1901,Love You Again,0.0,1514,1,1999,301.50485
1902,Krazy In Luv,0,1515,1,2003,254.98077
1903,Amie,0.304169503,1516,261,1997,245.7073
1904,Cafe deClouet,0,1517,113,1998,21.39383
1905,Nine Ways,0.582918459,1518,164,0,465.60608
1906,Nehi Mamma Blues,0,1519,173,1995,190.92853
1907,Sweet To Mama,0,1519,173,2005,176.32608
1908,Cuatro Estrofas,0,1520,43,1994,263.18322
1909,Creepshow Remixes (Soul Of Man Mix),0,1521,127,0,490.55302
1910,Trust In The Lord,0,1522,62,0,262.5824
1911,Just An Expression,0,1523,245,0,209.05751
1912,Year 3_000 Blues (2002 Digital Remaster),0.270775999,1524,17,1970,145.00526
1913,Many Weapons Many Men,0.0,1525,251,0,174.18404
1914,Abandonada / Blancas azucenas,0.0,1526,20,1992,295.99302
1915,Mailbox Arson,0,1527,55,2005,212.11383
1916,L'education du corps des porcs,0.299877488,1528,7,2001,287.242
1917,Flute,0.355285536,1528,7,2001,247.32689
1918,Corazon Clandestino,0.415049772,1529,180,0,175.25506
1919,Esta Muy Claro,0.38293509,1530,67,0,308.4273
1920,Tastes So Good To Me,0.0,1531,23,2009,189.962
1921,A Fall Song,0.212045406,1531,23,2009,168.77669
1922,In The Midnight Hour,0.405115722,1531,23,2009,193.64526
1923,High Tide,0.334706549,1532,66,0,228.5971
1924,Cross Currents,0.334706549,1532,66,0,273.05751
1925,Make Me Bad,0,1533,105,1999,231.73179
1926,He's Leading The Way,0,1534,144,0,115.1473
1927,Stir The Gift,0.375984302,1535,31,2004,199.07873
1928,No Quarter,0.71404746,1536,116,0,270.73261
1929,Let's Stay Together (Together Forever),0.553504526,1537,1,2001,197.77261
1930,Oversleeping,0.545964693,1538,309,2009,195.18649
1931,2 Fists Full Of Nothing,0,1539,16,0,289.01832
1932,Beothuck,0.0,1540,273,0,34.61179
1933,Drowning In Public Approval,0.0,1540,273,0,76.90404
1934,Abused And Unloved,0,1540,273,0,51.12118
1935,Forever,0.0,1540,273,0,53.36771
1936,Atrapados En La Red,0,1541,9,1999,405.41995
1937,Unsaveable (Album Version),0.524822258,1542,261,2002,231.44444
1938,How Beautiful (Cry For The Desert Album Version),0,1543,38,1990,290.19383
1939,Little Miss Teasin' Brown,0,1544,223,0,178.78159
1940,El Momento,0.407233015,1545,67,2001,302.8371
1941,Los Brillantes Ojos del Angel (sparked Angel Eyes),0,1546,128,0,224.39138
1942,Don't Lie,0,1547,310,2006,145.55383
1943,A Nadie Le Interesa Si QuedA!s AtrA!s (Total Que...),0.215080319,1548,6,1974,197.04118
1944,La Marca De Tus Labios,0.0,1549,71,1995,279.24853
1945,Un Cachito De Ti,0.265861049,1549,71,1995,253.59628
1946,Que paso,0,1550,120,0,250.122
1947,Two of a Kind,0.352232225,1551,29,0,271.882
1948,The Way I Am,0,1552,1,2000,291.10812
1949,The River,0,1553,127,0,256.62649
1950,Not Going Back Again,0,1553,127,0,209.44934
1951,Love Oh Love (Live in Chicago),0.215080319,1554,115,0,291.57832
1952,Curvy Cola Bottle Body,0,1555,212,0,332.01587
1953,Life Is Wild,0,1556,6,1985,159.65995
1954,Helena 2 (Album Version),0.627055811,1557,141,0,201.82159
1955,Chiaroscuro,0.212045406,1558,311,0,540.49914
1956,Meteores mouvement de Chroniques de la lumier,0.0,1558,311,0,391.49669
1957,Waiting For You (I Forgive You Before I Go),0,1559,52,0,271.22893
1958,Je Vous Revois_ Madame (Flm ''Le Vagabond Bien AimA(c)''),0,1560,7,0,178.99057
1959,Where You From,0,1561,87,0,33.14893
1960,From Da Back,0.0,1562,87,2003,45.08689
1961,Keepin It Real (Skit),0,1563,127,0,114.78159
1962,Shoulda Did,0,1563,127,0,249.75628
1963,Bass Fanactiks,0.0,1564,251,0,240.92689
1964,Thump Thump Da Box,0.0,1564,251,0,190.22322
1965,Lil Mama Getdown,0,1565,312,0,195.49995
1966,Money Didn't Change Me,0.519448582,1566,212,2003,190.74567
1967,Nom' Mayi,0,1567,124,0,257.27955
